level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
6,country,Chad,9.4,4.23954,1.96078,15.1609,27.0747,32.61157,39.46617,44.29394,21.69668,24.52497,115.17242,459.86639,924.11921,712.66345,466.79349,-99.34252,-278.414,-321.655,466.131,374.9,313,281.9,579.79304,520.20075,-675.54592,559.64202,244.68212,363.38164,460.89051,566.63895,557.6925,705.10076,614.01851,913.33272
6,country,Congo,22.55156,32.75353,2.73903,286.05432,2.99,121.81557,72.57913,79.17159,32.77724,520.63752,165.90447,77.25373,136.77854,323.12973,-8.48784,585.16346,553.58297,1467.62869,2031.87995,1272.93905,928.43601,186.30501,-282.83519,609.44048,1659.45022,3803.30013,1611.6182,4416.95373,4315.25092,3366.08501,4015.53145,531.98139,532.25625,626.47371
6,country,"Congo, Democratic Republic of",-14.46,12.39,-0.73,6.87,-1.5,-22.35,24.79,-44.35,61.33,11.16,94.1904,102.2219,187.59869,391.25472,409.03281,266.6,256.1189,1808.03272,1726.84338,663.80289,2939.27,1686.9,3312.14274,2098.2491,1843.17324,1673.5001,1204.70862,1340.2041,1616.79488,1488.05357,1646.92106,1870.0325,1845.77331,1634.6299
6,country,Equatorial Guinea,11.0738,41.3248,6.01832,22.3017,16.9955,63.34594,247.63856,53.45153,274.76812,154.29617,154.49959,940.74122,323.39151,689.77977,340.91447,769.14619,469.50601,1242.73109,-793.87233,1636.21963,2734,1975,985.25641,582.9487,167.87518,1187.69901,1755.30229,384.83321,-144.46577,821.41313,-9.07249,561.59562,1388.19164,141.78089
6,country,Gabon,73.4579,-54.5892,126.94,-113.716,-99.6029,-316.68964,-498.61598,-318.42363,99.16908,-217.68754,-42.62644,-89.09076,36.96333,206.0788,193.72876,242.33501,267.805,710.71898,760.16303,663.99852,521.66563,874.87316,-220.87367,771.19255,1047.70295,990.78618,1243.66016,1314.02933,1379.07082,1553.13688,1716.51151,1529.22108,1104.59204,1150.73328
6,country,Rwanda,7.66,4.58,5.5,5.84,0.001,2,2.22,2.59,7.1,1.74,8.1,18.5,1.5,4.7,7.7,7.96,30.64397,82.28317,102.29,118.67,250.5048,119.10539,254.96324,257.6,458.9,379.8,342.3,356.4365,381.9116,353.84449,259.54811,399.29449,496.40637,523.27431
6,country,São Tomé and Principe,0,0,0,-0.48,0,0.03,0.32,0.14,4.2,3.04,3.8,3,3.6,3.4,3.5,15.7,38,36,79.1,15.5,50.6,32.2,22.47153,11.10534,41.38598,15.49962,30.60777,29.18445,23.20361,24.1918,31.95486,18.55659,126.7442,18.44203
5,region,East Africa,132.89312,92.08375,98.8665,133.34018,218.80459,401.03948,419.89769,808.54336,811.26329,970.95832,1854.55839,1122.47029,1022.67735,1312.24615,1419.51116,1868.31136,2266.35037,4552.46095,6023.65101,6531.13616,6894.86673,7158.37304,8263.37666,8112.54817,7308.02401,7716.79319,8301.79788,8778.96312,7918.40854,7681.15394,7439.27876,10081.65688,11543.28853,11225.55379
6,country,Comoros,0.393,2.50616,-1.44698,0.19071,0.17771,0.88953,0.51,0.02,0.38422,0.271,0.09364,1.14591,0.43042,0.79147,0.67135,0.55864,0.77773,7.68179,4.63183,13.78411,8.34226,23.08816,10.41205,4.23164,4.68456,4.9367,3.56982,3.91947,5.67235,3.67736,3.87585,4.02477,3.83906,5
6,country,Djibouti,0.06,2.3,2.29,1.42,1.42,3.21853,3.26354,3.10037,3.17351,3.2129,3.28605,3.39296,3.43235,14.22454,38.54356,22.20334,108.28771,195.35114,228.94875,74.72274,36.50103,79.00023,109.99826,286.00447,152.99839,123.99842,159.99887,165.00113,170.00338,175,158.23205,167.97677,190.85427,137.00945
6,country,Eritrea,0.00001,0.00001,0.00001,0.00001,0.00001,0,36.7,41.1,148.518,83.2221,27.87011,12.13163,22.76617,24.99979,24.10366,1.43155,15.37561,7.2065,39,91,91,39,41.358,43.859,46.511,49.323,52.305,55.468,61.015,-60.67191,-30.34959,-31.22819,-32.04567,2.07038
6,country,Ethiopia,12,6,0.17,3.5,17.21,14.14,21.93,288.49,260.67,69.98,134.64,349.4,255,465,545.1,265.112,402.5,668.8,951.5,905.6,1002.4,1128.9,1186.22315,1343.85256,1855.051,2626.52092,4142.93625,4017.16061,3360.41171,2548.74569,2380.97722,4259.52728,3670.0901,3262.96632
6,country,Kenya,57.1,18.8,6,2,4.3,33,10.54714,53,11.41358,13.82186,110.90461,5.30262,27.62523,81.7352,46.06395,21.21294,50.6748,897.39699,642.74044,1855.1947,1882.06816,2233.93854,2175.05181,1978.36093,1513.9001,1463.73759,1138.61288,1403.56759,1139.43822,1098.37595,1509.62113,1406.20537,1597.20195,1504.34282
6,country,Madagascar,22.38502,13.68176,21.12676,15.35884,5.72656,9.70874,10.1626,13.76084,16.142,58.381,82.9526,93.0592,61.10993,95.45113,95.19172,86.01968,294.51276,740.52607,1392.70123,1269.40921,764.68576,788.07824,777.6366,551.31641,313.68227,435.82423,450.62627,357.86221,352.55162,474.31143,358.46714,357.53667,467.84866,414.54097
6,country,Mauritius,40.97285,18.97485,14.77845,15.35585,20.0441,18.69288,36.66126,55.27774,12.17037,49.35321,276.76612,-25.64428,32.10734,62.07552,11.16425,41.56468,105.30432,339.05287,382.91486,247.8426,429.94179,433.33101,589.0183,293.36916,455.56215,216.45519,378.76443,479.99589,460.51137,444.07776,224.66808,253.18925,579.77345,759.82126
6,country,Mayotte,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Reunion,0.02992,7.40806,39.38779,0.11562,0.02989,0,0,0,0.70855,1.46243,0,0.20598,0.10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Seychelles,0.26232,21.55291,1.62047,18.83415,30.74432,45.8808,28.80615,53.39364,53.20979,55.21677,24.32698,64.74027,47.71778,58.4255,37.44667,85.8796,145.58595,181.628,182.103,171.402,210.805,207.363,261.36,170.254,229.97,194.545,155.24,186.58408,-66.12533,30.3974,164.5362,224.7847,212.0543,238.4718
6,country,Somalia,5.59,-0.15,-0.06,2,1,1,1.3,1.1,0.04,-0.81,0.27,0.04,0.14,-0.85,-4.79,24,96,141,87,108,112,102,107.33,258,261,303,330,369,408,447,534,601,636,676.5
6,country,Uganda,-5.91,1,3,54.565,88.152,124.509,121.507,141.50077,132.63327,140.24705,180.81211,151.496,184.648,202.193,295.416,379.80834,644.2625,792.30578,728.8609,841.5708,543.87273,894.29386,1205.38849,1096,1058.56454,737.65214,625.70436,802.70414,1055.35335,1303.00501,1191.48542,1648.24026,2952.94169,2886.01053
6,country,United Republic of Tanzania,0.01,0.01,12,20,50,150,148.51,157.8,172.2,496.6,1012.62617,467.2,387.6,308.2,330.6,935.52059,403.03899,581.51181,1383.25,952.61,1813.25,1229.38,1799.6,2087.3,1416.1,1560.8,864.04,937.7,971.57687,1217.23525,943.76526,1190.4,1264.73072,1338.82026
5,region,Southern Africa,4.56565,1147.99466,582.43837,559.625,880.40545,2278.86151,1544.08363,4859.92685,2956.88349,4749.20108,2475.61906,9826.74124,4732.50604,5557.80104,4645.49649,6797.99226,2095.9875,8901.26676,14023.28993,12661.45484,5605.17524,8454.48733,12223.87366,11345.82559,18105.07669,19273.1415,6899.32071,-1022.54628,3498.51229,4513.50115,4870.89898,42372.70072,7449.83704,9108.57842
6,country,Angola,-334.5,664.1,288,302,170.1,472,180.63,411.65,1114,2471.401,878.601,2145.501,1743.504,3576.97178,2197.22782,-1303.83693,-37.71486,-893.34215,1678.97101,2205.29818,-3227.21118,-3023.77097,-1464.62799,-7120.01742,3657.51467,10028.21516,-179.51762,-7397.29541,-6456.07641,-4098.47875,-1866.46811,-4355.11655,-6598.65265,-2085.57772
6,country,Botswana,95.9,-8.21148,-1.5,-287.4,-14.15455,70.41314,71.17502,100.08875,95.31813,36.67438,61.2433,30.68192,403.4139,417.98571,390.96783,421.38124,486.39004,494.68163,520.91778,208.69935,218.38,293.20777,146.49549,67.13663,515.18409,378.55387,142.52258,260.57505,285.95506,93.60713,31.8072,-318.87195,707.88675,198.47008
6,country,Eswatini,28.46088,85.36762,84.35594,71.89642,63.27474,43.49505,21.72421,-15.32131,152.72381,100.38498,105.7951,28.17922,96.43572,-63.88843,69.58538,-45.85389,121.0358,37.49986,105.72288,65.69763,119.63853,108.3897,31.53814,84.67258,25.5373,41.32134,21.38487,-56.01018,36.47445,130.2215,35.88621,117.47392,14.54889,29.34292
6,country,Lesotho,16.11706,7.24291,7.64373,15.3317,42.58195,23.40719,28.02749,31.6843,26.77144,32.73601,32.4007,29.68,28.4013,43.9366,56.68,27.4,24.3,75.6,11,91.3,51,150,138.79,123.62,160.78,206.51446,80.33229,42.05744,40.55839,35.38679,27.95779,-12.42787,-8.30465,-25.63376
6,country,Malawi,23.3,-28.7,-7.1,8,24.99263,5.64306,15.76759,14.90063,12.1,58.49987,39.63177,39.37008,38.71906,13.26209,58.94876,99.14082,35.56,124.35,195.42,49.13,97.01,812.686,-8.886,445.52074,598.73778,408.46549,115.7,90.2,77.01231,55.22783,252.17904,129.49708,243.24407,208.30673
6,country,Mozambique,9.2,22.5,25.3,32,35,45,72.5,64.4,234.9,381.7,139.3,255.43549,347.25283,336.6984,475.51357,107.85332,112.60066,398.65564,591.59923,898.28488,2531.66175,3558.54361,5629.4097,6175.12464,4901.79009,3866.83199,3093.4,2293.1,2703.03129,2211.65443,3034.562,5101.668,2458.453,2509.403
6,country,Namibia,29.56727,120.48585,118.2324,55.29816,97.97792,152.98766,128.69387,83.76809,77.29348,19.60625,186.40557,365.17218,181.36348,148.74887,225.84722,385.24106,386.57575,732.95985,720.26653,841.18253,283.79989,817.06544,1060.80697,769.86464,441.17377,887.99553,355.59023,279.94604,208.55676,-178.92567,-146.48706,851.16159,1071.91766,2345.02706
6,country,South Africa,-78.45956,248.06976,3.5063,10.09872,379.63276,1241.21541,817.56545,3816.65639,561.47663,1503.23759,887.34162,6783.92135,1569.15575,733.66602,798.02591,6646.92664,311.45011,6538.06193,9209.1725,7502.06227,3635.59625,4242.86578,4558.84735,8300.10378,5770.65899,1729.37699,2235.00147,2008.36098,5449.55401,5124.98696,3062.25642,40215.09908,9230.76283,5232.83053
6,country,Zambia,202.78,34.34,45,314.4,40,107,127.1,217,238,85.961,121.7,145,298.36,346.62,364,356.94,615.79,1323.9,938.62,694.8,1729.3,1108.5,1731.5,2099.8,1488.7,1304.86667,662.90689,1107.5198,408.43849,859.82093,245.20549,394.21742,-65.11886,108.00958
6,country,Zimbabwe,12.2,2.8,19,38,41,117.7,80.9,135.1,444.3,59,23.2,3.8,25.9,3.8,8.7,102.8,40,68.9,51.6,105,166,387,400,400,545,421,372,349,745.00794,280,194,250,395.1,588.4
5,region,West Africa,1553.42794,1367.16996,1401.33197,2121.56109,2787.39087,1860.77749,2615.05154,2718.08578,2507.07822,2338.03374,2131.06201,2074.9842,2913.27348,3342.81527,3623.33886,7096.14953,7047.53505,9555.38255,12481.84003,14623.61097,11923.12987,18933.21761,16271.58106,14233.24674,12001.63478,9772.19918,11563.78736,10395.79157,8126.18095,11975.85985,10023.38871,13625.59489,13065.41786,12962.23128
6,country,Benin,62.37673,120.78041,77.57318,1.40555,13.64901,8.01366,13.48836,13.7064,32.71453,39.26432,59.73656,43.85851,13.50812,44.73159,63.84433,53.04398,53.20048,255.24395,169.83508,134.28607,176.80409,161.09135,281.56483,360.34338,405.73733,149.75561,131.79068,200.90272,194.07368,218.20787,174.01995,345.98524,375.98858,433.85131
6,country,Burkina Faso,0.46,0.57,3.11305,3.17838,18.37159,9.81673,16.22513,9.76581,4.40714,7.92595,23.10752,6.26706,15.02608,29.12251,14.34832,34.15183,33.59406,343.53502,105.77149,100.89668,34.61901,143.65731,329.3009,490.40341,356.40382,231.9017,390.62211,2.57269,268.41491,162.96954,-102.24363,-79.95736,669.73868,85.35449
6,country,Cabo Verde,0.2526,1.74433,0.45047,3.64407,2.12844,26.1806,28.528,11.57661,8.76072,61.12946,43.44577,12.68305,38.52445,12.41325,35.52928,53.43892,130.64877,190.39148,207.48057,174.52663,159.02902,161.65684,129.04471,88.00776,181.44855,96.08845,125.98065,111.10929,103.18959,123.00938,67.59679,91.09871,93.40087,118.32327
6,country,Côte d'Ivoire,48.43443,18.52489,69.05384,175.15353,117.53857,211.76084,269.19453,415.45808,760.09913,235.34877,234.70173,272.6799,212.58042,165.39057,282.97983,311.92034,318.86439,426.77672,446.14732,377.12893,338.94164,301.57672,330.27524,407.59053,439.35696,494.40875,577.87152,975.015,620.33065,935.6846,712.91589,1376.5588,1599.17353,1752.55729
6,country,Gambia,14.12,8.03,12.93,11.19,8.75,15,18.35,20.57,23.7,49.48,43.52,35.48,42.827,10.70428,55.52629,53.65034,82.20818,76.46148,70.10238,39.4421,37.11502,36.1,41.2,25.5,35.6,12.5,-27.7,18.44484,51.94,71.08331,189.9,248.55,236,208.37222
6,country,Ghana,14.8,20,22.5,125,233,106.5,120,81.8,167.4,243.7,114.9,89.3,58.9,110.02,139.27,144.97,636.01,855.4,1220.42,2897.1,2527.36,3237.39,3293.43,3226.33,3357,3192.3,3485.3,3255,2989.045,3879.83147,1875.78295,2612.78979,1510.87206,1354.39395
6,country,Guinea,17.86,38.77,19.69,2.72,0.21,0.77,23.77,17.301,17.849,63.45,9.94,1.68,30,82.8,97.9,105,125,385.9,381.88,0,0,956.06,0.29,-131.9,-73.7586,53.27246,1597.33993,576.49731,353.0759,43.37086,173.98994,200.73819,650.09724,893.15325
6,country,Guinea-Bissau,2.02,2.09,5.83,3.3,0.43,0.04,1.03,11.47911,4.40714,0.73088,0.70227,0.39561,3.54525,3.48933,9.18065,7.99669,17.32678,18.58046,5.14286,17.45287,33.22383,25.02405,6.62492,19.64529,28.89116,18.58302,23.99859,15.6912,20.56382,71.65868,20.98972,18.52972,33.09977,23.79969
6,country,Liberia,225.24,8.41,-10.85,-53.62,17.38,4.6,-132.13,213.82,190.31,256.26,20.8,8.3,2.8,372.22,75.3575,82.8082,107.851,131.6,283.801,217.80346,449.95883,785.3,984.6,1061.27,276.7,232.67983,311.69976,247.84298,129.12975,86.6817,737.96795,535.58291,960.19247,744.58111
6,country,Mali,5.72972,1.20522,-21.8745,4.16721,17.47102,111.38981,43.39735,69.7313,8.86852,2.17801,82.43958,121.73159,243.80477,132.26084,101.0023,223.80315,83.3923,72.7945,180.2816,748.34705,405.90215,556.1473,397.86646,307.94091,144.21483,275.52554,356.47659,563.20847,467.29539,720.63884,536.85181,639.94417,715.65917,697.96571
6,country,Mauritania,6.73622,2.26979,7,16.8,2.83477,6.8265,-0.43554,-3.32992,-0.29856,15.11946,40.096,76.7,67.34035,101.95795,404.10203,811.86918,154.60164,139.37282,342.77066,-3.07204,130.52839,588.74956,1388.58742,1125.68374,501.03791,502.07394,271.19784,587.24377,772.89048,886.91636,930.52904,1063.54008,1418.88283,873.44305
6,country,Niger,40.8132,15.1574,56.3901,-34.3513,-11.2589,14.42458,2.3458,16.61901,-1.18654,0.27611,8.43708,22.8951,2.40463,11.47109,20.32236,30.29378,50.54409,129.03872,340.42719,790.76254,940.31623,1065.78986,841.27578,719.33848,822.96702,529.4787,301.33248,338.71071,466.04227,717.14764,360.65357,594.83196,965.97462,966.0319
6,country,Nigeria,1002.5,1123.9,1156.7,1878.1,2287.4,1271.05336,2190.68466,1642.47217,1210.10526,1177.70793,1309.66517,1277.42064,2040.18209,2171.39032,2127.08614,4978.26003,4897.81,6086.73,8248.64,8649.52667,6098.96,8914.89,7127.38,5608.46273,4693.82863,3064.1689,3453.25841,2412.97492,775.2474,2305.09981,2385.27767,3313.21,894.76239,1872.52053
6,country,Senegal,56.92983,-7.44398,21.53446,-0.70631,66.82216,35.05974,5.47354,176.81254,60.34389,153.24696,62.93751,31.94237,78.05299,52.49484,77.0285,44.58849,220.31976,297.42711,397.6329,320.03278,266.10765,338.2189,276.1754,311.36677,403.09806,409.16612,472.4098,588.293,847.84158,1065.46282,1845.66388,2588.12499,2928.67605,2641.32592
6,country,Sierra Leone,32.4347,7.50447,-5.59905,-7.46292,-2.87419,7.28705,0.66393,1.80003,0.10488,0.5332,39.00092,9.83576,10.41343,8.61505,61.15322,83.18225,58.76802,96.57771,57.62382,110.84551,238.43729,950.47825,722.44685,429.66449,375.0897,252.4359,138.51734,413.7246,250.48811,342.4,172.7,212.28919,186.20031,262.96704
6,country,Togo,22.72051,5.65743,-13.10958,-6.95712,15.5384,32.05462,14.46578,18.50364,19.49311,31.68269,41.4719,63.58461,53.3639,33.73365,59.35811,76.99235,77.33558,49.16258,23.88316,48.53172,85.82672,711.08747,121.51855,183.59925,54.01941,257.86026,-46.30834,88.56007,-183.38758,345.69697,-59.20682,-136.2215,-173.30071,33.59055
3,region,Asia,21932.86593,22921.20226,32481.83845,56836.63528,68232.90948,80676.45844,96558.20711,108028.7985,90617.44483,107118.2558,132385.6537,119982.071,94114.87241,129971.8312,171867.7434,216235.3162,281388.6338,337173.0061,353379.6854,291249.5457,398134.2461,418554.1421,411836.29,417765.8682,465324.6243,523335.8606,491687.2954,503522.7018,501858.3407,497788.4203,513069.4343,666541.6842,677829.2696,621143.6319
4,region,East and South-East Asia,20919.7516,20321.69614,28501.27247,51956.86905,63475.98331,73937.25303,86988.77721,94839.68651,80610.66697,99648.21042,122026.1721,102411.853,74499.11742,103043.4936,130409.8842,152493.0628,188233.4559,230986.1935,225214.4744,195399.2399,305081.1271,309929.9604,316051.6718,328462.7143,378233.0897,429248.5645,370997.5991,410303.3992,400933.4074,397182.6325,404822.0349,542477.2031,538248.9906,512530.7322
5,region,East Asia,8098.90249,6682.41142,15762.1889,35371.53091,42980.08882,45304.8825,54073.6065,58900.00689,59685.04623,68636.89432,100274.8829,80250.43783,58311.05275,72389.53632,92324.36248,109513.4434,123695.0061,152392.7213,175666.2272,153962.9281,192303.3264,224008.6931,202831.4357,208569.1506,248225.392,313503.5399,258665.3755,253391.4948,254454.7332,232334.5167,285511.6813,334030.4685,315115.0343,286213.8502
6,country,China,3487.11,4366.34,11007.51,27514.95,33766.5,37520.53,41725.52,45257.04,45462.75,40318.71,40714.81,46877.59,52742.86,53504.7,60630,72405.69,72715,83520.89,108312.44,94060.72,114734.24,123985,121073.14,123911.2,128501.56,135576.6,133711.42,136315.13,138305.89,141224.62,149342.26,180957.2149,189132.41,163253.45
6,country,Democratic People’s Republic of Korea,6.24019,2.37136,5.7118,5.855,0.27,0,2.07279,-0.49104,59.9189,-2.96923,-2.75382,-19.84095,5.59621,57.2136,64.95919,-5.97999,-235.79093,22.05345,170.96528,86.3481,13.58522,103.12499,205.21289,119.74264,64.09743,78.20703,89.31727,-12.83242,1.95353,29.89501,6.33871,18.11686,10,13.26082
6,country,Mongolia,0,11.12,2,7.7,6.9,9.8,15.9,25,18.9,30.4,53.699,63.001,77.751,131.54,92.92,187.62,245.46,372.76,844.698,623.609,1691.422,4571.163,4272.473,2059.702,337.768,94.32,-4156.405,1494.35,2173.741,2443.34,1719.12,2173.39,2504.295,2247.574
6,country,"Hong Kong, China",3275.0723,1020.86006,3887.4671,6929.62591,7827.93882,6213.3625,10460.17371,11368.14793,13939.36733,25355.33355,54581.91774,29060.6828,3662.17374,17830.80232,29153.8264,34057.83219,41810.64725,58403.47014,58315.38636,55535.20173,70540.73987,96580.80678,70179.79944,74294.22383,113037.7814,174352.8881,117386.969,110684.5026,104245.7103,73714.02734,134709.8521,140186.0226,109685.0034,112675.6048
6,country,"Macao, China",0.48,10.72,-19.5,-3.6,3.48,2.19,5.94,2.31,-17.89,9.42,-0.79,160.00498,377.6718,412.2804,484.65689,1243.28116,1735.68975,2304.54775,2590.73753,852.04928,2831.3393,725.59836,3893.8104,4586.28208,3456.18514,1010.52479,1942.07423,1509.34463,2613.43843,6682.63434,-6318.8895,5279.72407,3625.32588,2323.96052
6,country,Taiwan Province of China,1330,1271,879,917,1375,1559,1864,2248,222,2926,4928,4109,1445,453,1898,1625,7424,7769,5432,2805,2492,-1957,3207,3598,2828,2391,9692,3401,7114,8240,6053,5416,10158,5700
5,region,South-East Asia,12820.84911,13639.28472,12739.08357,16585.33814,20495.89449,28632.37053,32915.17071,35939.67962,20925.62074,31011.3161,21751.28921,22161.41513,16188.06467,30653.95723,38085.5217,42979.6194,64538.44982,78593.47211,49548.24726,41436.31178,112777.8007,85921.26727,113220.2361,119893.5638,130007.6977,115745.0247,112332.2236,156911.9044,146478.6741,164848.1158,119310.3536,208446.7346,223133.9564,226316.882
6,country,Brunei Darussalam,7,5,7,8,5.89,582.76056,653.6,701.74,573.25,747.86867,549.60725,526.42565,1035.52846,3298.07426,205.60847,289.48364,434.02954,260.1671,322.58656,370.08188,480.72255,691.17027,864.90553,775.642,567.88973,173.24334,-149.64129,460.08371,517.30311,374.57329,577.44312,204.74934,-292.41615,-51.0671
6,country,Cambodia,0,0,33,54.12,68.9,150.7,293.7,168.1,242.823,232.239,148.504,149.397,145.106,83.981,131.416,381.18,483.209,867.289,876.88449,984.71307,1404.31545,1538.88342,2003.849,2068.471,1853.471,1822.804,2475.916,2785.73085,3212.63345,3663.033,3624.645,3483.462,3578.831,3958.792
6,country,Indonesia,1092,1482,1799,2003,2191,4419,6245,4729,-207,-1838,-4550.37,-2977.39,145.09,-596.92,1895.89,8336.257,4914.221,6928.471,9318.454,4877.87,13770.58,19241.25,19137.87,18816.66,21810.52,16641.45,3921.23,20579.23,20563.47,23883.25,18590.96,21131.11,25389.92,21627.67
6,country,Lao People's Democratic Republic,6,6.9,7.8,29.9,59.2,95.1,159.8,86.3,45.3,51.60827,33.89,23.9,4.5,19.4,17,27.7,187.4,323.5,227.7,189.5,278.8,300.75,617.75539,681.39726,867.64612,1077.75991,935.29617,1686.27579,1358.01951,755.52412,967.70609,1071.91372,635.82099,1668.16322
6,country,Malaysia,2611,4043,5138,5741,4581,5815,7297,6323,2713.99573,3895.26316,3787.63158,553.94737,3203.42105,2473.15789,4624.21053,4065.39058,6060.22605,8594.73407,7171.97849,1453.0393,9060.0421,12197.57647,9238.83061,12115.46728,10877.3452,10082.34106,11335.92773,9398.81454,7618.3377,7812.77716,3159.5149,12173.37493,16939.60068,8652.706
6,country,Myanmar,225.1,235.1,149,91.7,135.2,317.6,580.7,878.8,683.6,304,91.115,15.29,17.709,1855.15,729.93,110.35,724.245,2.194,603.425,27.15,6669.403,1117.686,496.877,584.298,946.223,3141.38,2929.606,4408.891,2891.919,2508.877,1907.15404,2066.60647,1238.5,1520.172
6,country,Philippines,550,556,776,1238,1591,1459,1520,1249,1752,1247,2240,195,1542,491,688,1850.936,2928.791,2823.719,1544.028,1990.338,1070.38694,2007.15073,3215.41516,3737.37174,5739.57402,5639.15596,8279.54827,10256.4424,9948.59882,8671.36587,6822.13329,11983.36333,5939.21499,6209.69279
6,country,Singapore,5574.74911,4887.09444,2204.33771,4686.31443,8550.18855,11942.80997,11432.37071,15701.73962,5958.65201,18852.95228,14751.79238,17301.64311,5338.35216,16353.24708,22324.8907,17747.77698,37480.37988,42608.91779,11810.14376,18531.87671,57460.08463,39890.36238,60102.98636,56671.62151,73286.61063,59700.10838,67507.58206,85354.79713,73115.08687,97532.61719,74857.47335,126674.1001,141117.6883,159669.6225
6,country,Thailand,2575,2049,2151,1807,1369,2070,2338,3882,7492,6106.38472,3410.119,5073.202,3355.416,5222.348,5858.576,8215.6372,8917.47035,9194.78515,8054.35147,5361.81182,14554.95,1370.363,9135.216,15493.02,4809.074,5623.782,2491.28,7874.923,11705.38,3765.093,-6283.98,14417.09,11082.18,4547.811
6,country,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0.942,4.519,0,0.908,8.478,8.695,39.698,49.931,28.516,47.075,38.531,49.615,49.344,43,5.4787,6.71594,47.92566,-238.99486,-712.69617,-419.03523,-395.38345,13.31959
6,country,Viet Nam,180,375.19028,473.94586,926.30371,1944.51594,1780.4,2395,2220,1671,1412,1289,1300,1400,1450,1610,1954,2400,6981,9578.99749,7600,8000,7519,8368,8900,9200,11800,12600,14100,15500,16120,15800,15660,17900,18500
4,region,South Asia,212.80133,446.93912,754.38197,1354.26813,1949.95949,2816.34538,3379.97025,5413.6109,3926.5707,3249.48234,4866.28476,6747.14238,10570.66549,8376.23339,10864.7833,14182.11402,28589.52589,34594.65224,56591.64915,42466.31577,34862.51151,44331.58997,32364.80726,35612.52318,41449.47333,51227.32276,54307.28102,51643.65261,52261.75842,59090.40288,71049.677,52683.02557,57518.57369,35973.5615
5,country,Afghanistan,0.00001,-0.28,0.36,-0.02,0.02,-0.09333,0.69,-1.46,-0.01,6.04,0.17,0.68,50,57.8,186.9,271,238,188.69,46.03374,197.51273,54.20055,57.62084,40.86394,48.31135,42.97526,169.14661,93.59132,51.5339,119.43511,23.40455,12.97015,20.60098,0,0
5,country,Bangladesh,3.23878,1.39044,3.72185,14.0499,11.1478,92.3,231.61,575.29,576.46,309.12,578.64,354.47,335.47,350.25,460.4,845.26,792.48,666.36,1086.31,700.16,913.32,1136.38,1292.56,1599.16,1551.28,2235.39,2332.72,2151.56,3613.3,2873.95,2563.58,2895.56,3479.95,3004.4
5,country,Bhutan,1.6,0.6,0,0,0,0.05,1.4,-0.7,0,1.05027,0,0,2.42541,3.37031,8.85991,6.21088,72.16204,40.1964,4.43414,12.77262,26.24735,33.48539,53.8108,17.99592,23.43471,6.49477,-7.42406,-6.58904,6.0663,3.21717,0.61009,1.11319,15.29931,18.34341
5,country,India,236.69,75,252,532,974,2151,2525,3619,2633,2168,3587.98975,5477.63762,5629.67108,4321.07644,5777.8072,7621.76871,20327.76392,25349.89177,47102.41725,35633.93949,27417.07664,36190.45603,24195.76692,28199.42198,34582.09681,44064.10172,44480.57175,39903.8404,42156.19929,50558.33229,64072.23675,44762.6751,49379.81215,28163.26138
5,country,"Iran, Islamic Republic of",-361.95,22.59,8.5,207.55,0.294,8.763,20.49,43.012,37.596,15.621,193.575,408.11876,3519.38036,2877.4815,3037.29984,2889.19167,2317.5385,2017.79175,1979.98801,2983.42191,3648.97241,4276.71869,4661.7344,3049.945,2105.494,2050,3372,5019,2373,1508,1342,1425,1500,1422.33333
5,country,Maldives,5.6,6.5,6.6,6.9,8.74287,7.23071,9.31525,11.4089,11.5,12.3,22.26484,20.4982,24.67118,31.76899,52.9337,73.23098,95.22941,132.43208,181.25543,157.96359,216.46895,423.53066,227.97687,360.81634,333.37522,297.97599,456.63906,457.80831,575.65803,961.03757,440.71171,642.8307,732.2271,761.5162
5,country,Nepal,5.94,2.22,0,0,0,0,19.16,23.06,12.0247,4.35107,-0.48483,20.85,-5.95254,1.78615,-0.41735,2.45178,-6.64798,5.89024,1.01058,38.54543,86.62561,95.48636,91.97774,71.32127,30.18835,51.55803,106.13357,197.776,67.05568,184.9951,126.4926,195.9556,65.13463,73.88098
5,country,Pakistan,278.33114,271.91868,360.56912,399.30223,789.34082,492.095,439.305,711,506,532,309,383,823,534,1118,2201,4273,5590,5438,2338,2022,1162,859,1333,1887,1673,2576,2496,1737,2234,2057,2147,1462,1818
5,country,Sri Lanka,43.3514,67,122.631,194.486,166.414,65,133,433,150,201,175.13,81.8878,192,198.7,223,272,480,603.4,752.2,404,477.6,955.912,941.11659,932.55132,893.62898,679.65564,897.04938,1372.72304,1614.04401,743.4662,434.0757,592.29,884.1505,711.8262
