level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
6,country,Burundi,0.00584,0.02755,0,0.13593,0.1029,0.60058,0,0,0,0,0,0,0,0,0,0,0,0.03503,0.58152,0,0,0,0,0.16673,0.02738,0.10602,0.66226,-2.68038,0,0.74803,1.1355,1.13401,1.96292,1.52288
6,country,Cameroon,15.0956,21.5167,33.0573,22.1074,0.39625,0.60102,8.09516,-3.8981,24.015,-11.6627,9.6749,35.2099,-33.13,8.48761,9.54409,-23.169,-47.993,-6.02,-47.31521,-140.761,-35.802,-110.162,-70.545,-137.528,-10.112,55.81757,-38.9,21.88331,107.93766,125.9085,84.41506,54.82166,27.34618,-109.13329
6,country,Central African Republic,3.79043,3.50222,5.85587,5.3185,7.20455,1.42443,1.48958,0.17304,0.30172,0.0065,0,0,0.00129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Chad,0.05985,10.5031,13.7745,10.9301,0.56195,-2.45418,1.26478,0.94574,-0.30341,-2.14715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Congo,3.793,1.309,1.208,1.129,-0.912,1.619,-0.391,3.497,-8.136,19.313,3.846,6.6313,-6.23971,-2.93014,-4.64901,0,0,0,0,0.88948,0,12.15387,-6.8635,-13.51712,-21.47589,-16.15692,10.38127,44.9336,13.61487,22.64584,27.17334,24.90959,24.90959,26.36447
6,country,"Congo, Democratic Republic of",0,0,0,0.88289,0.00001,0.20034,19.34809,17.18896,-1.22267,-1.06539,-1.8,0.9,21.99066,23.43156,7.56553,13.44543,18.35675,14.30255,54.05725,34.80056,7.2,90.8757,420.53493,400.66327,343.60108,507.78009,272.33395,292.22462,209.2313,133.92463,148.83625,192.35871,436.39947,235.49583
6,country,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26638,27.6592,-26.87302,-208.84101,166.02521,16.50144,225.18321,-0.68776,0
6,country,Gabon,28.7955,14.888,25.6903,2.47208,6.84433,32.87001,-7.23094,13.83147,-14.25879,12.81308,25.33091,3.7556,-31.86855,-57.12319,-25.27234,75.407,1.37993,114.767,-61.446,271.823,374.865,-223.254,12.536,-225.314,-146.052,-150.376,45.3,-83.709,-62.92833,-33.77911,0,0,0,0
6,country,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.946,0,0,0,0,0,0,3.78782,3.45328,47.75656,15.68657,17.96415,5.43231,0.001,0.001,0.001,0.001
6,country,São Tomé and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,3.1,3.1,0.1,0.2,0.1,0.3,0.40279,0.91022,3.93155,2.65481,1.0061,0.32207,2.39396,0.93891,0.85345,-0.04169,0.15597,-3.64763
5,region,East Africa,2.56483,11.59332,46.47797,41.98702,19.12062,38.6211,9.35234,19.51628,12.27752,15.44089,19.50879,13.27134,24.96572,6.99596,43.69055,125.52605,53.32043,126.62963,119.00659,121.82557,239.30316,221.33955,304.34473,266.63499,237.68347,206.70919,139.61689,-323.30056,248.25753,174.44741,1507.64456,2082.28025,1709.06023,721.4512
6,country,Kenya,-0.44265,0.2,-0.09498,2.78819,0.9644,13.2,-2.69281,2.15,0.01,0.01,0.01,0.01,7.41769,2.07523,4.4161,9.68777,23.95777,13.33076,9.29004,23.98379,23.75355,25.15391,25.73164,22.97138,17.21864,14.90884,11.21738,13.57272,11.2492,10.7693,1297.11504,1839.90128,1501.58785,587.5402
6,country,Madagascar,1.345,-0.413,1.899,4.946,2.799,1.521,-0.782,-1.514,0,0,-0.921,1.119,0,0,0,34.9,11.2,38.5,44.6,26.2,43.5,42.3,36.4,15.6,36.8,81.9,89.7,105.9657,117.89627,101.61823,119.09341,114.32729,142.01746,119.2641
6,country,Mauritius,0.53823,10.86102,43.30729,33.26156,1.05788,3.62354,2.67438,3.18179,13.7125,6.4322,12.68591,2.84936,8.57753,-5.48358,31.67445,47.53155,10.15513,56.97187,52.15655,37.4533,128.68531,157.81021,180.36606,167.88753,141.12653,99.66373,28.29411,89.22904,98.41326,57.70502,16.08766,85.57393,36.93747,16.17064
6,country,Seychelles,1.12425,0.9453,1.36666,0.99127,13.32254,16.98255,12.48267,9.88771,3.00092,8.99869,7.73388,8.53771,8.73172,8.14706,7.6,33.40673,8.00753,17.827,12.96,5.338,6.15,7.922,15.51,15.799,15.52,9.954,10.26,-532.37215,20.38048,4.03137,75.01861,42.13042,28.1538,-1.90514
6,country,Uganda,0,0,0,0,0,3.29401,-1.02829,0,0,0,0,0,0,0,0,0,0,0,0,28.85048,37.2143,-11.84657,46.33703,44.37708,27.0183,0.28262,0.1454,0.30413,0.31832,0.32349,0.32984,0.34733,0.36365,0.3814
6,country,United Republic of Tanzania,0,0,0,0,0.9768,0,-1.30161,5.81078,-4.4459,0,0,0.75527,0.23878,2.25725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,region,Southern Africa,57.44591,247.66513,1954.14347,326.4154,1310.01955,2580.36442,1074.11746,2376.2593,1821.91147,1605.47852,278.14751,-2811.63236,-242.94359,894.35121,2193.98682,1100.32464,6359.18458,3900.47445,-409.3005,1522.01549,2679.60356,1968.20056,3236.52296,8611.22296,7148.22343,5386.80741,5144.50145,8711.6626,4196.42905,1529.2919,-1793.01978,-899.4444,2613.60859,-2751.03955
6,country,Angola,0.9,0,0.1889,2,-2,-1,-12.42096,3.97342,0,-0.08829,0,0,100.111,95.9,783.236,219.36206,190.58509,911.78146,2569.64397,6.75312,1340.42938,2092.64245,886.47574,921.56619,886.79246,-784.87022,273.005,1352.00506,5.71417,-2349.42584,90.51447,-1057.37059,41.06636,33.35616
6,country,Botswana,7.36373,8.50828,9.8,9.49209,9.4612,40.90599,-1.05288,4.08134,3.4975,1.50766,-6.7276,367.70641,42.88315,206.06352,38.76076,-57.31815,-49.7546,-31.64729,91.39912,-7.82072,-0.89636,-9.6259,7.97807,84.6328,111.36695,183.24516,169.69369,-0.86581,82.0788,-19.79488,-68.25678,-32.90116,10.09324,-38.42811
6,country,Eswatini,3.08791,15.71894,3.05028,8.72307,58.26009,30.008,-6.44283,-11.97927,23.91341,13.24172,10.01465,-17.70203,-0.56922,16.36538,-1.4397,-22.03062,-0.62024,23.16418,-7.94072,7.02175,-8.05877,2.17069,-7.512,-4.43622,0.54696,-0.87829,-7.13221,65.48393,-10.51256,22.20789,-12.64214,60.29255,-17.38608,-21.6185
6,country,Malawi,0,0,0,0,0,0,1.9,0.90004,5.59999,0.1,-0.6,-0.59604,4.39564,0.27586,1.17266,1.68466,5.91,13.64,18.55,-1.33,42.3,0.94507,-4.54232,-4.14577,-4.74107,-5.10598,-4.21564,-6.65991,-102.23983,23.25509,-153.90662,27.62799,36.99603,32.31201
6,country,Mozambique,0,0,0,0.05781,-0.02989,0.20034,0,0,0,0,0,0,-0.4,0,0,14.6,138.1,17.4,49.8,34.5,237.9,83.6,8.9,522.3,97,1.5,34.7,25.98352,-25.30488,-30.88619,153.3802,193.7282,563.7225,174.103
6,country,Namibia,1.35275,3.76631,-0.17531,1.3771,-4.4497,-0.7444,-2.04682,0.58594,0.18089,0.73181,-2.65136,12.74616,5.417,10.42533,22.19131,12.64001,11.64534,-2.88757,-5.07528,61.8842,4.89976,14.01532,10.53343,5.88912,21.93621,102.24178,-4.75897,-65.63855,98.48433,9.14128,51.68741,18.3442,12.02838,-309.71876
6,country,South Africa,27.44152,207.8716,1936.8796,298.06533,1235.77785,2497.59449,1043.18095,2350.49783,1780.11968,1580.98562,270.61182,-3177.88686,-397.98116,565.12112,1350.06479,930.28668,6063.30899,2965.92367,-3133.67759,1151.44914,-75.67045,-256.84707,2987.58704,6648.94884,7669.45615,5743.58508,4474.48981,7371.17039,4076.11437,3146.64012,-1950.83512,138.91635,2161.55036,-2811.29073
6,country,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.558,1095.4,-1.4,-701.897,409.468,-1706.13423,125.08988,176.71977,-72.04787,45.32277,696.15443,64.0388,-280.08194,-252.7622,159.74538
6,country,Zimbabwe,17.3,11.8,4.4,6.7,13,13.4,51,28.2,8.6,9,7.5,4.1,3.2,0.2,0.001,1.1,0.01,3.1,8,0,43.3,42.7,49,27,72,22,32,42.23184,26.77188,32,33,32,58.3,30.5
5,region,West Africa,411.50201,762.43117,414.68744,593.81876,447.0264,189.2188,612.69797,661.54908,-540.11151,673.33834,964.94778,-186.91073,610.01693,373.71274,11.8407,418.10013,664.37781,1269.15412,1645.01495,2064.83508,2352.57559,1868.18479,3532.13597,1736.54242,2193.91449,2245.1047,1244.7098,1212.58257,1105.17572,1268.9941,2115.80903,2469.21236,3248.55415,755.00097
6,country,Benin,0.27342,0.35448,0.3778,0.70632,1.55815,0,21.922,13.139,5.204,1.44389,3.58299,2.30547,1.35009,0.31487,-1.3099,-0.38486,-1.72885,-6.09264,-3.99281,31.18686,-17.91321,59.64956,40.33548,58.5896,17.27829,32.69923,17.38104,31.90739,9.77052,27.14951,21.52669,42.90214,46.57044,48.95592
6,country,Burkina Faso,-0.55094,0.13354,0.12209,1.55388,6.84432,0.20034,0.65487,1.04683,5.26484,0.19328,0.16714,0.59751,1.71595,1.91844,-8.94782,-0.19527,1.00595,0.22534,-0.23448,8.48394,-3.53136,102.23877,72.9599,58.30699,69.5453,14.10493,50.50784,10.26882,67.71335,16.43185,-7.13881,-43.1193,23.52989,5.17427
6,country,Cabo Verde,0.31672,0.54475,1.20381,0.66421,0.41519,0.57382,0.26347,0.0498,0,0,0,0,0,0,0,0,0,-0.36702,-0.02495,-0.82908,-0.04072,-1.43246,-11.12968,-32.30466,-9.19323,15.80985,-7.87003,15.97231,-9.27163,-15.93022,-4.01505,0.66601,-3.38761,-7.49105
6,country,Côte d'Ivoire,0,0,0,0,1.47235,7.00854,0.39097,49.41445,-28.87665,6.34888,7.87226,-5.17924,-4.20316,23.16364,-25.51395,0,0,0,0,-9.46026,24.87295,15.27171,14.30138,-6.40144,16.2189,14.40838,28.65143,676.03103,144.65216,119.51438,1.32858,285.21302,167.55864,214.90525
6,country,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.2,-10,-49.1,0,-22.8,-1.4,2.36158,0.48079,-1.62669,-3.48381,-3.38637,2,-0.60908
6,country,Ghana,0,0,0,0,0,0,1.29975,1.68351,26.67541,163.3,0,9.55362,-2.04254,10.74965,-0.97866,0,0,0,7.96,6.92,0,25.35,1.09,8.81333,11.8,221.4,14.7,15.9,81,587.81,542.414,198.90492,38.30243,55.75588
6,country,Guinea,0.1197,1.10973,0.50222,0.87974,0.21022,0.60103,0.5,1.51399,1,4,0,5,0.49127,0,0,0,0,0,63.64,-49.8,-101.35,0.82,2.01,-0.87,3.29879,5.0152,21.10363,1.11,-0.33,1.02,2.36,-3.12,0.08667,0.08667
6,country,Guinea-Bissau,0,0,0,0,0,0,0.97742,0,0,0,0,-0.39561,1.00432,0.51617,-7.50163,0.69578,0.415,-0.25038,-0.82625,-0.09742,5.51409,0.85829,-0.14887,0.00184,2.75101,2.34637,0.45038,0.3341,-0.40526,0.38982,0.31429,0.94675,0.53514,0.25747
6,country,Liberia,5.941,366.352,58.544,50.942,91.301,-9.703,-24.449,495.127,-729.35466,310.60322,779.89656,-292.02806,402.93715,172.97912,304.49577,436.84392,346.39243,362.57737,381.93791,363.6359,1518.47088,-222.31097,1388.37341,327.13106,-35.53024,30.38969,167.6633,54.17425,84.07575,101.9711,80.0737,91.0224,91.0224,87.37283
6,country,Mali,0.18365,-1.03414,1.5423,0,0,0,1.554,-6.785,-0.015,0.82833,4.01278,17.26648,1.57392,1.42292,0.78177,-0.93845,1.24692,7.31325,0.60517,-1.02078,7.40596,4.37836,15.9505,2.85584,0.61528,82.37154,97.01579,14.76346,0.2895,1.01176,1.155,55.87514,43.63379,23.22055
6,country,Mauritania,0,0,-0.1578,0.17658,1.17069,0.20034,0.19548,0.17133,0.09275,0,0,0,0.365,-1,4.008,2.023,0.057,-1.277,2.985,0,16.753,1.463,-2.676,18.615,27.745,0,0,0,0,0,6.02656,5.40261,3,0.13106
6,country,Niger,0.01836,2.61248,40.7304,5.75288,-1.80654,7.14817,7.46551,1.622,0.163,-0.23875,-0.62081,-3.62327,-1.71882,0.00344,7.07573,-4.42112,-0.97917,8.05397,24.37222,59.25631,-59.73829,9.28653,2.18402,100.75934,88.66096,34.13836,40.21224,29.08879,38.6174,32.02756,14.99203,39.25819,8.7197,40.38977
6,country,Nigeria,414.6,411.5,260.1,532.7,328.2,191.75336,597.18466,102.97282,158.80098,172.81761,168.93851,93.88356,172.16149,167.32137,-260.75509,14.61997,322.48,874.97,1058.2661,1542.02,922.72,823.58028,1542.56215,1237.4968,1614.2945,1435.20364,335.46499,310.83072,565.56911,285.31885,1473.33244,1817.90999,2811.14371,255.84335
6,country,Senegal,-9.54952,-19.14167,51.38047,0.35315,17.47102,-3.4058,1.95484,-0.85665,10.33982,11.05573,0.6489,-7.03919,34.01637,2.65829,13.06302,-7.7218,9.89118,24.70439,126.26478,77.12215,2.22704,47.45839,55.99312,33.32863,27.45964,31.36406,223.86254,82.4153,52.80833,71.06403,99.18639,51.67613,70.10504,91.3317
6,country,Sierra Leone,0.14962,0,0.34215,0.09,0.19,0.64,0,0,0,0.1,0,0,0,0,0,-7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Togo,0,0,0,0,0,-5.798,2.784,2.45,10.594,2.88615,0.44945,-7.252,2.36589,-6.33517,-12.57654,-14.87104,-14.40265,-0.70316,-15.93774,37.41746,37.18525,1059.77333,420.33056,-20.67991,358.97029,348.65345,256.96665,-32.57518,70.2057,42.84215,-112.26298,-70.93927,-54.26609,-60.32362
3,region,Asia,9942.61448,6518.00352,15796.01653,29681.62327,36924.33515,41565.51174,50262.65765,48300.48983,27020.90725,40242.40426,74168.80162,53114.86157,30505.81175,27540.93172,85823.71953,82403.09072,138603.3166,221517.7591,209126.6457,208847.3455,271531.3204,297963.9964,279380.8169,339800.6635,392172.6225,354273.6482,368573.4634,404210.6117,359770.2478,346415.734,382427.244,457597.3433,470636.5314,440419.396
4,region,East and South-East Asia,10848.95503,6716.96738,16615.48316,29027.94355,37063.09213,42062.05204,47169.68678,48038.57631,27861.3945,38475.05746,70691.65673,51197.65256,25620.36361,26611.57062,75458.13438,65651.37472,101432.1601,166277.6113,147635.3262,171214.9062,229355.7239,248206.2268,243831.9918,287977.4953,350216.4764,301511.1603,324004.6539,349171.6635,300619.8712,292723.4179,335063.3639,380874.547,369412.6198,367047.3773
5,region,East Asia,8521,5793,14221,24724,26077,29983,32487.876,32212.29,23095.43819,28385.48284,61695.56106,30431.32052,20638.51118,20588.849,56187.99685,45354.73428,70198.48301,101814.244,114496.2483,121650.875,166253.438,183975.7814,184884.9225,204617.0226,260711.5155,231338.3754,272810.4505,257441.7346,243603.3459,203040.1795,267099.3839,289912.3492,286073.1968,278533.1884
6,country,China,830,913,4000,4400,2000,2000,2114,2562.49,2633.807,1774.313,915.777,6885.398,2518.407,2854.65,5497.99,12261.17,17633.97,26506.09,55907.17,56528.99,68811.31,74654.04,87803.53,107843.71,123119.86,145667.1511,196149.43,158288.3,143037.3051,136907.56,153710.2599,178819.3243,163120,147850
6,country,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,54.4,12.751,6.243,53.806,62.326,94.563,64.656,40.986,107.082,11.409,14.472,48.614,37.046,126.97,25.97,113.36,75.85761,75.9376
6,country,"Hong Kong, China",2448,2825,8254,17713,21437,25000,26530.876,24406.8,16625.63119,22191.16984,54078.78406,18055.32938,13162.97641,12057.14836,43636.87725,27003.09746,44475.22667,64165.75444,48379.25061,59201.59964,86247.17956,96340.82734,83410.51671,80773.07891,124092.4778,71821.20166,59702.79236,86703.87836,82201.31403,53201.94178,100715.4597,96428.13495,106226.37,104286.1414
6,country,"Macao, China",0,0,0,0,0,0,0,0,0,0,0,10.59314,71.12777,-4.94936,-91.8704,60.16682,635.88634,22.64851,-83.41531,-10.52067,-441.37752,120.35105,469.21974,1674.24768,681.09571,-870.38633,-1002.24389,863.94219,269.68078,1040.70767,1147.69418,3210.52992,1061.96915,1607.10942
6,country,Taiwan Province of China,5243,2055,1967,2611,2640,2983,3843,5243,3836,4420,6701,5480,4886,5682,7145,6028,7399,11107,10287,5877,11574,12766,13137,14285,12711,14709,17946,11537,18058,11763,11500,11341,15589,24714
5,region,South-East Asia,2327.95503,923.96738,2394.48316,4303.94355,10986.09213,12079.05204,14681.81078,15826.28631,4765.95631,10089.57462,8996.09567,20766.33204,4981.85243,6022.72162,19270.13753,20296.64044,31233.67705,64463.36735,33139.07786,49564.03126,63102.28588,64230.44545,58947.06933,83360.47266,89504.96093,70172.78494,51194.20341,91729.92896,57016.52535,89683.23848,67963.98002,90962.19777,83339.42303,88514.18884
6,country,Cambodia,0,0,0,0,0,0,0,0,19.79,9.092,6.593,7.288,6.026,9.661,10.243,6.278,8.38182,1.09505,20.48882,18.87323,20.58008,29.16502,36.18017,62.26841,82.06345,87.76104,79.07448,114.85807,123.96361,101.8375,127.0129,92.46506,150.6031,151.4105
6,country,Indonesia,-11,13,714,481,3283,1319,600,178,44,72,0,0,0,0,3408.18,3065,2725.753,4675.147,5899.73,2249.122,2664.25,7712.86,5421.65,6646.6,7077.32,5936.97,-12214.69,2077.19,8052.85,3352.18,4448.48,3844.75,7322.71,7069.82
6,country,Lao People's Democratic Republic,0.168,0.136,1.516,0.055,1.022,4.178,3.405,1.281,3.01,0.557,9.90929,0.3205,0.2,-0.02648,1.1058,-0.08691,0.00059,21.47214,-16.93198,2.51229,33.45497,0.35875,-16.85878,-28.57143,7.05756,39.69697,15.18432,9.70084,0.00001,0.00001,0,0,0.00667,0
6,country,Malaysia,129,175,115,1063,2329,2488,3768,2675,863,1422.36842,2026.05263,266.84211,1904.73684,1369.47368,2061.31579,3075.44843,6020.96953,11313.80597,14964.87231,7784.31976,13399.07857,15248.88072,17143.09764,14107.16936,16369.06925,10545.85277,8011.21279,5638.47281,5114.46471,6230.50185,2419.38658,4675.82588,13322.37616,7643.0457
6,country,Philippines,22,27,101,374,302,98,182,136,160,133,125,-140,65,303,579,981.054,1289.689,5277.66,2174.035,1822.847,2712.16653,2349.64114,4173.22033,3646.9493,6753.92259,5539.5054,2396.73462,3304.7315,4115.69824,3350.93671,3562.03127,2251.12059,308.26458,1250.96378
6,country,Singapore,2033.78703,525.83138,1316.96716,2151.88855,4577.07013,7282.87404,9196.40578,12252.00531,3544.15631,8110.98787,6848.36075,20204.44043,2835.26659,3725.73442,13138.56694,12552.51142,20063.12424,40882.29049,7964.39224,32039.72472,35407.14773,31900.09382,20480.36297,45278.83002,52477.48708,45223.04576,39496.2904,66333.19574,23926.07881,67776.02008,39793.01927,61368.02624,52230.30652,62997.22886
6,country,Thailand,154,183,146,234,494,887,932,584,132,341.56933,-19.82,427.441,170.623,614.879,71.726,551.4355,1040.75887,2107.8967,1832.49147,4946.63226,7939.608,6072.446,10496.75,11678.56,5575.374,1687.253,12397.73,13771.78,15085.47,8409.929,17259.55,18397.51,7365.156,10368.72
6,country,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-33,12.667,12.667,12.667,12.7,12.6668,0,-0.00003,-3.16667,-25.5,-25.5,-34,-17
6,country,Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,85,184,300,700,900,950,1200,1956,1150,1100,1000,480,598,465,380,358,2674,-950
5,region,South Asia,65.316,7.892,44.416,-127.08436,100.761,128.55367,345.54489,177.19962,176.38816,318.86196,540.43841,1499.03755,1736.79043,1603.58352,2346.93959,3486.85153,14575.03407,17766.08612,21462.70514,16273.98497,16290.56641,12823.00656,10021.98113,2179.286,12023.36987,7817.75849,5519.81608,11493.30872,11630.41908,13275.2199,11205.96254,17716.09412,15942.33166,13523.56409
6,country,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7,1.5,0,0,-1.91804,0.33496,-0.71503,1.17786,-9.0399,0.53732,-0.01915,2.16305,14.00605,11.26074,38.8037,26.32105,37.22848,30.79096,0,0
6,country,Bangladesh,0.5,0.4,0.1,0.2,0.2,1.7,12.5,3.06562,3.00216,0.05996,2,20.6,4.1,6.2,5.7,3.3,3.6,21,9.3,29.3,15.4,13.04,43.37,33.73,47.63,45.5,40.53,141.96,23.24,27.58,11.6,91.71,52.56,29.88
6,country,India,6,-11,24,0.35064,82,119,240,113,47,80,514.44541,1397.43655,1678.03943,1875.77952,2175.36659,2985.48753,14284.98907,17233.51512,21142.47118,16057.78101,15947.42544,12456.1607,8485.69538,1678.74135,11783.49369,7572.41712,5072.35956,11140.54816,11446.9177,13144.13544,11109.20122,17252.54709,14617.63807,13341.08546
6,country,"Iran, Islamic Republic of",55.996,17.972,30.686,-132.535,9.301,2.256,79.126,80.134,63.386,193.802,10.993,50,15.201,-325.706,104.573,414.564,148.445,358.571,202.152,95.569,238.956,257.628,1356.03,189.204,3.442,119.691,104.11233,75.74844,74.60111,84.82063,78.39006,81.60535,100,86.66514
6,country,Pakistan,2,-4,-12,-2,1,0.001,7,-24,50,21,11,31,28,19,56,44,109,98,49,71,47,35,82,212,122,25,52,52,-21,-85,-45,242,1157,32
6,country,Sri Lanka,0.82,4.52,1.63,6.9,8.26,5.59667,6.91889,5,13,24,2,0.001,11.45,27.31,6,38,29,55,61.7,20,42.5,60,63.92565,65.07333,66.82333,52.98732,236.80814,71.79138,67.85657,77.36278,14.54278,17.44072,15.13359,33.93349
5,region,West Asia,-971.65655,-206.85586,-863.88263,780.76408,-239.55798,-625.39397,2747.42498,83.35384,-1047.61572,1438.29511,2927.84361,437.68182,2722.2687,-552.88755,9253.65875,13412.72547,23007.35445,34384.52278,38820.60242,18199.52332,17996.56723,31540.6356,24043.03673,47352.94835,26113.47329,44145.22515,44242.96758,42493.34648,48431.39581,42943.57207,38280.07181,57502.68131,87255.38719,58882.64354
6,country,Armenia,0,0,0,0,0,0,0,0,11.546,0,0,0,0.002,0.609,-0.12425,5.38905,22.62707,8.89171,30.50646,52.24042,27.45906,219.08153,23.42597,30.26287,28.80408,28.75192,70.51938,29.05682,7.01251,-132.995,-27.2789,24.59374,49.74494,53.64209
6,country,Azerbaijan,0,0,0,0,0,0,3.89926,0.004,0.02,0,0.76,0,325.614,933.251,1204.82,1220.77,705.49,285.54,555.6,326.091,232,533,1192,1490,3230,3259.769,2574,2564,1761,2431.7,825.3,76.98266,172.22,1875.225
6,country,Bahrain,25,50,53,38.6,198.67,-16.1,304.8,52.92553,38.56383,163.29787,9.57447,215.95745,190.15957,741.3546,1035.6383,1135.37234,980.05319,1669.14894,1620.47872,-1791.48936,334.04255,-920.21277,515.95745,531.91489,-393.61702,3190.95745,-880.05319,228.98936,111.17021,-197.07447,-205.05319,64.3617,1947.87234,1113.03191
6,country,Georgia,0,0,0,0,0,0,0,0,0,0.968,3.16398,4.0604,4.0925,3.7625,9.5705,-89.47733,-13.3814,73.89403,146.61213,-18.5262,135.14802,146.61608,296.95236,119.904,406.652,309.151,407.17289,269.42751,340.19079,281.5347,22.86073,321.9866,331.6303,53.0218
6,country,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,305,7.9,33.6,71.9,124.9,366,489.5,227.1,241.5,147.7,304.3,77.8,188.4,194.2,147.2,134.6,238.3,278.66667
6,country,Jordan,-31.483,13.68,-3.399,-53.035,-23.141,-27.297,-43.3,9.83037,2.054,2.7,8.60367,31.59379,13.82228,-3.66714,18.19464,163.18759,-138.08181,48.09591,12.82292,72.39437,28.4507,30.84507,5.35211,15.6338,83.52113,0.98592,3.23944,6.61972,-7.60563,43.38028,26.33803,15.91549,-15.77465,64.22535
6,country,Kuwait,-239.2,-186.4,-1210.7,652.66583,-1519.18348,-1021.95357,1740.09465,-969.18071,-1867.06742,-22.99492,-303.17651,-242.27049,-76.66643,-4959.86739,2581.26909,5141.78082,8210.5343,9784.17671,9090.57092,8581.83145,5889.83614,10772.92248,6741.2991,16647.971,-10468.07464,5367.1574,4527.89412,9013.44704,3715.06294,-2696.30264,7931.54232,4666.11193,24612.99265,11189.43308
6,country,Lebanon,-15.9743,3.96245,17.20226,48.40892,157.74874,10.80383,20.746,6.25222,37.83853,131.73424,137.924,3.879,0.206,610.951,827.05247,715.499,874.652,848.09,986.57854,1125.77246,486.82627,936.64515,1030.19152,1975.69726,1240.70683,660.2123,1004.74273,1317.43397,631.21512,344.7927,28.91346,-1338.78,66.15198,72.67217
6,country,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,88,42,234,276,-36,585,109,1498.04941,1222.36671,884.26528,933.6801,1357.60728,335.50065,356.30689,2423.92718,130.03901,-587.77633,-840.05202,1178.15345,944.08322,164.88947
6,country,Qatar,1.98275,2.36696,4.54636,4.26949,31.2593,4.71076,8.97041,14.24567,21.427,7.19993,17.74991,17.21338,-21.04263,88.17044,437.918,351.914,127.431,5160.249,3657.77473,3214.57418,1863.17341,10108.52912,1840.10989,8021.429,6748.352,4023.352,7901.923,1694.78022,3522.802,4450.27473,2729.94505,159.8901,2383.791,-191.484
6,country,Saudi Arabia,-638.33061,-127.9071,195.27155,44.89305,286.64666,119.57445,323.40575,325.95989,127.89782,110.68144,1550,45.629,2020.025,473,78.735,-349.867,-38.56,-134.82667,3497.62,2177.27,3906.84867,3429.91867,4401.54833,4943.29333,5395.99,5389.92833,9261.958,8173.466,19252.33,14552.87,5410.923,24673.87,26961.85,16071.21
6,country,Türkiye,-16,27,65,14,49,113,110,251,367,645,870,497,143,480,780,1064,924,2106,2549,1553,1468,2331,4107,3534,6682,4809,2954,2626,3666,2973,3233,5037,4716,5774
6,country,United Arab Emirates,-57.65139,10.44183,15.1962,30.75946,577.00089,62.46687,128.61343,231.13168,127.30007,317.10642,423.66709,213.70129,441.11641,991.15044,2208,3750.3,10891.7631,14567.73315,15820.3,2722.9,2015,2178,2536.01099,8828.33787,11735.9,16691.6,15711.4,14059.946,15079.292,21226.16,18937.33,22545.95,24833.22,22328.11
6,country,Yemen,0,0,0,0.20233,2.44091,0.40069,8.19548,5.08519,4.00445,-3.99787,-8.564,14.613,28.093,48.898,21.552,23.64,9.25,39.49,229.862,71.878,71.257,57.847,8.516,5.39,11.587,4.429,0.787,5.601,3.60567,3.33122,0,0,0,0
6,country,State of Palestine,0,0,0,0,0,129,142,156.1,81.8,86.6,218.141,-363.695,-346.153,-48.5,9.033,-42.483,-129.423,-43.86,4.276,-69.313,-84.424,128.07656,-29.09227,48.33423,-187.45537,-73.26982,44.77732,2.85166,30.88119,56.47688,59.10333,-57.95436,13.30541,36
5,region,Central Asia,0,0,0,0,0.04,0.3,0.001,1.36006,30.74031,10.18973,8.86287,-19.51036,426.38901,-121.33487,-1235.01319,-147.861,-411.232,3089.53885,1208.012,3158.931,7888.46286,5394.12736,1483.80726,2290.93386,3819.30296,799.50426,-5193.97418,1052.29299,-911.43828,-2526.47593,-2122.15421,1504.02088,-1973.80727,965.81106
6,country,Kazakhstan,0,0,0,0,0.04,0.3,0.001,1.36006,8.11804,4.13073,4.36287,-25.61036,426.38901,-121.33487,-1278.94519,-147.861,-411.232,3088.516,1207.012,3159.199,7885.477,5390.424,1481.149,2286.621,3814.826,795.166,-5234.89255,913.18588,-1094.81039,-2620.24601,-2205.79897,1451.803,-1535.27,912.5467
