level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
6,country,Kyrgyzstan,0,0,0,0,0,0,0,0,22.62227,6.059,4.5,6.1,0,0,43.932,0,0,1.02285,1,-0.268,0.037,0.062,-0.4278,-0.0083,0.0467,-0.2358,0.0078,-29,99.9547,67.2053,2,2,-454.612,1.5
6,country,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.09331,159.08616,81.50617,23.21263,70.33496,47.70053,11.98442,40.03717
6,country,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94886,3.64136,3.08606,4.32116,4.43026,4.57406,5.81726,9.02095,1.91124,3.35215,11.3098,2.51735,4.09031,11.72719
3,region,Latin America and the Caribbean,1363.94186,1619.19998,2630.86931,2563.32271,4242.4864,3755.96234,3203.01912,7752.01093,8677.17547,7527.85733,8211.50694,4445.40523,5468.30995,6770.03587,18113.41693,18788.48684,42063.8357,24402.22982,37377.683,14762.76046,54707.97134,53446.88495,36245.00338,41144.05548,24533.29879,24605.8371,11361.03036,37089.03851,9584.21128,48449.27608,-503.88394,41313.4259,69130.88104,50077.43688
4,region,South and Central America,1334.94186,1594.79998,2582.86931,2502.02271,4189.7864,3688.462,3108.9146,7712.41093,8594.17547,7169.85733,8112.00694,4298.30523,5288.00995,6428.53587,18028.01693,18346.48684,41608.4357,24287.22882,36601.783,14701.66046,54853.25134,53384.27315,35692.19967,41397.38208,24314.72644,24420.88469,11006.88358,37039.54318,9297.29878,48080.92708,-509.58741,40336.82732,67734.3442,48714.82325
5,region,South America,1108.803,1414.34018,1930.36931,2603.36601,3122.6164,3701.4874,3084.1545,7698.19084,8575.81149,7092.15502,8019.502,-183.62139,4097.31947,5065.46559,13459.70245,11965.16789,35647.06967,14365.41485,36125.23433,4730.99196,39821.69602,39674.54747,12882.09705,25018.78372,16115.68822,12473.89588,10066.92742,32702.08737,232.08463,36372.33446,-2702.73558,41361.70537,52108.51196,40789.1057
6,country,Argentina,34.90299,49.38569,1165.9143,705.07,1012.844,1497.149,1600.749,3652.818,2325.477,1730.283,901.028,160.877,-627.134,773.781,675.986,1311.06,2438.72072,1504.23296,1390.93459,711.5464,964.76068,1488,1054.84958,889.97286,1920.54143,875.23323,1786.53093,1155.63022,1725.98157,1522.728,1177.177,1536.77,2076.451,2403.158
6,country,"Bolivia, Plurinational State of",1.1,2,2,2,2.2,2,2.1,2.5,2.5,3,2.5,2.5,2.5,2.5,2.8,3,3,4,5,-2.62224,-28.80536,0,0,0,-33.113,-1.787,88.86604,79.69311,-84.4653,48.31431,-111.129,91.32973,-80.7943,256.5443
6,country,Brazil,624.6,1015,136.7,492.3,689.9,1095.638,-469.064,1115.564,2854.013,1690.412,2281.587,-2257.586,2482.108,249.3,9806.987,2516.701,28202.491,7066.66,20457.066,-10084.226,22059.925,11061.674,-8425.285,-478.18,-3261.247,-11642.80557,-5900.75235,19040.37,-16335.6,19031.49,-13415.1,20450.2,32100.43,29919.5
6,country,Chile,7.5,125.3,397.8,434.2,910.7,751.5,1133.45222,1462.69282,1483.48126,2557.92399,3986.6,1609.7,343.2,1709.12106,2144.59544,2135.14723,2211.88844,4851.55637,9151.34665,7544.17138,8474.22146,18735.96159,14841.12202,14504.86772,10118.11675,17848.94771,7035.73675,3992.35645,6934.4867,11169.42,6242.456,12023.57,11851.56,5567.098
6,country,Colombia,16,24.3,73.945,94.796,148.96239,256.2004,327.92728,809.41602,795.99823,115.53603,325.347,16.119,856.767,937.687,192.449,4796,1268,1279,3085,3505,5483,8420,-606,7652.0806,3898.94153,4217.73644,4517.35192,3689.56407,5126.31772,3153.49649,1733.44862,3180.81377,3383.23381,1211.11015
6,country,Guyana,0,0.35448,-2,2,0,0,-1,0,0,-2,2,0.205,0.13785,0,0.16785,0,0,0,0,0,0,0,0,0,0,0,26,0.01,0.01,16.93518,13.56033,14.93551,4.7,6.9
6,country,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.00466,290.37457,431.27196,-2.1985,-124.75132,39.82851,217.02586,-52.79275,-85.98995
6,country,Peru,49.7,10,0.01,-13,0.01,8,-17.01,85,62.042,128,0,74.4,0,60,0,0,0,65.57697,735.79963,410.713,436.2705,342.59355,1748.48221,492.31997,1110.89709,206.86215,1179.51493,538.30133,98.43677,1086.841,392.2494,1098.269,236.9584,888.7262
6,country,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10408,-0.85656,0.03376,0,0,0,0,0,0,0,0,0,0
6,country,Uruguay,0.00001,0.00001,0.00001,0.00001,0.00001,0,0,13.2,9.3,-3,-0.56,6.16361,13.74062,15.07653,17.71716,36.25966,-1.03049,89.38855,-10.91254,16.40942,-59.67626,-6.78575,-24.2152,1205.68881,-11.44858,310.70426,2.30463,1446.89023,718.11567,626.8608,-263.22644,429.7915,499.7658,-812.191
6,country,"Venezuela, Bolivarian Republic of",375,188,156,886,358,91,507,557,1043,872,521,204,1026,1318,619,1167,1524,-495,1311,2630,2492,-370,4294,752,2373,399,1041,2328,2051,-159,1488,2319,2089,1434.25
5,region,Central America,226.13886,180.4598,652.5,-101.3433,1067.17,-13.0254,24.7601,14.22009,18.36398,77.70231,92.50494,4481.92662,1190.69048,1363.07028,4568.31448,6381.31895,5961.36603,9921.81397,476.54867,9970.6685,15031.55532,13709.72568,22810.10262,16378.59836,8199.03822,11946.98881,939.95616,4337.45581,9065.21415,11708.59262,2193.14817,-1024.87805,15625.83224,7925.71755
6,country,Belize,1.8,1.45,2.2,2.05,0.01,2.529,5.6635,3.9,4.5205,0.01,0,0,0,0.358,0.064,0.981,0.5715,0.986,2.7575,0.4615,1.121,0.63302,0.87573,0.68452,2.73461,0.46988,1.71881,0.32233,0.71837,2.11856,4.42819,1.53717,1.20041,2.25507
6,country,Costa Rica,2.1,3.1,4.3,3.6,5.7,5.5,5.7,4.4,4.8,5.00358,50.90694,55.22662,233.79048,70.01245,98.64408,-15.05572,120.43678,276.59917,80.43454,103.2517,94.33534,133.26636,455.35515,339.6407,108.90641,210.56952,76.91336,126.22064,53.38959,117.1184,118.38975,84.87148,103.81275,87.86554
6,country,El Salvador,0,0,0,0,0,0,7.2,0,0,53.8,-5,9.7,25.7,-18.6,2.7,-112.9,26.4,-95.4,-79.5,0,-4.7,0.1,0.82075,0.10182,-0.10703,0.26575,-0.42813,0.2284,-0.0374,0.40483,21.67687,12.3007,29.2647,29.49054
6,country,Guatemala,0,0,0,3.4867,5.44,-19.0544,8.1966,6.28494,4.77783,9.70173,40.098,10.3,22.1,45.7,41.2,38.3,8.6,16.9,17.03718,31.00695,50.32396,79.65604,43.90991,30.45399,54.61115,182.8027,209.3761,195.95124,200.51769,179.85393,149.2022,476.18556,723.3466,664.6879
6,country,Honduras,-1,-1,-1,-0.48,-1.98,-2,-2,-0.36485,4.26565,9.187,6.5,2.8,6.5,12.19983,-6.2,1,0.6,1.5,-1,3.6,-1.4,2.1,207.6,68.1,102.6,251.9,239.3,140.8,66.1,2.5,45.6,226,182.6,207.6
6,country,Mexico,223.23886,176.9098,647,-110,1058,0,0,0,0,0,0,4403.9,902.6,1253.4,4431.9064,6468.99367,5783.75775,9705.9288,437.91945,9861.44835,14559.97502,13310.57026,22312.54108,15458.61733,7507.19308,10672.28096,159.58602,3947.813,8489.093,10755.15,1720.327,-2125.18,14531.86,6429.447
6,country,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15.3,18.9,-29.1,15.1,7.7,63.4,150.1,94,45,65.3,64.5,75.1,59.1,39.5,14.52404,19.34657,30.7734
6,country,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.8,175.7,-274.4,330.9,329.1,583.7,188.19,-138.3798,180.3329,592.3469,94.02416,284.883,34.40121,473.5981
5,region,Caribbean,29,24.4,48,61.3,52.7,67.50034,94.10452,39.6,83,358,99.5,147.1,180.3,341.5,85.4,442,455.4,115.001,775.9,61.1,-145.28,62.6118,552.80371,-253.3266,218.57235,184.95241,354.14678,49.49533,286.9125,368.349,5.70347,976.59858,1396.53684,1362.61363
6,country,Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37976,28.12847,75.06368,23.26142,-2.08538,-14.55314,1.34159,-35.53005,13.74126,14.95777
6,country,Barbados,1.35,1.3,0.85,2.6,1.1,3.3,3.55,1.2,0.95,1.3,22.8325,25.5825,24.9765,25.0325,53.56228,156.87699,44.44791,82.23876,73.43225,27.11405,345.12846,556.49024,38.73574,40.00886,-228.84433,51.57763,-193.50206,-27.65218,9.2045,27.82881,7.5,17.6644,15,8
6,country,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22789,-17.25607,1.71194,-2.17366,0.05568,0.05414,-0.38327,2.33169,-0.72333,-0.79565
6,country,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-203.5,-79.2,273.5,-390.6,176.8,22.4,109.4,27.2,209.2,-191.8,-99,152.9,-48.8,360.3
6,country,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83979,38.26782,33.28023,7.02244,36.00593,48.921,-45.30422,-18.8879,19.37673,20.83489
6,country,Haiti,-8,-13.6,0,0,0,1.20034,0.80452,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Jamaica,37,38,48,61.3,52.7,66.3,93.3,56.6,82,94.9,74.3,89,73.9,116.3,60,101,85.4,115,75.9,61.1,58.22,74.6,89.88644,74.76922,59.48,34.21304,270.08598,34.33158,12.67074,445.99,6.69266,56.15492,60.24331,-5.52339
6,country,Netherlands Antilles,2.402,1.117,1.508,-2.179,1.006,1.341,-0.838,-6.36872,-2.01117,-1.18436,-2.75642,-0.56983,1.11732,-0.55866,22.11453,65.34637,56.59218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81698,-10.63569,-6.26524,13.2381,56.20923,23.44203,7.88328,-2.6665,-2.66647,-2.87422
6,country,Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.8024,46.91049,27.05111,-12.72793,-19.18362,64.11954,-34.88184,-34.2703,-29.36817,2.82846
6,country,Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58882,14.6119,-12.88294,40.78289,14.94923,10.37388,3.46409,-0.88071,-2.8507,-3.14409
6,country,Trinidad and Tobago,0,0,0,0,0,0,0,-18,1,264.1,25.2,58.1,106.4,225.2,25.4,341,370,0.001,700,0,0,67.2118,189.41727,62.50418,-17.70765,128.33937,-25.3392,-12.03625,65.04176,114.159,98.01081,767.54366,1385.09353,1007.83702
6,country,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.84922,30.72225,9.89448,-15.54935,43.37494,13.86041,1.83264,-73.72087,2.6711,4.63485
6,country,Aruba,486.89127,177.07033,9.94413,6.87151,1.50838,1.67598,0.3352,-1.67598,1.39665,-1.78771,2.6257,-3.63128,-6.20112,-3.24022,-8.18173,-8.86353,-12.82266,39.60765,2.5816,1.43736,5.80447,3.16089,2.81341,4.42346,-35.0838,10.3352,-0.39106,8.57936,4.62496,-1.40013,1.45748,3.9365,96.58866,91.44533
6,country,Bahamas (the),0.11532,1.18246,-0.39956,-0.12454,0.03487,-0.11244,0.32547,0.5,53.9,271.6,140.132,94.373,39.855,71.534,169.275,142.805,332.71299,459.23021,409.59369,216.89544,150.44882,524.02808,158.40398,277.14178,2679.06836,169.90604,358.58741,151.06608,117.3281,148.3909,156.738,66.30216,226.2266,418.9623
6,country,British Virgin Islands,-2519.59186,1524.32622,42.35389,4906.32117,1828.77451,3297.64172,2559.62311,4173.02098,2884.15893,10581.98324,36367.397,30073.089,14166.008,14942.339,10900.98,18345.04,29888.772,49765.591,46385.606,37173.201,49310.83052,53802.12279,53935.97184,69362.54061,77965.86844,60908.44366,30167.79626,50904.06425,41586.97279,44153.53547,42280.16162,43216.84854,42809.3796,44158.49371
6,country,Cayman Islands,281.55327,71.2879,53.29318,332.67248,12.51565,266.01536,850.59126,3807.85905,3241.55167,3854.76183,8504.608,5983.789,-6024.905,6184.165,4457.308,5627.597,5598.132,6148.919,9870.355,4967.722,24859.3204,31083.82823,23268.64679,19070.90221,18018.66144,71046.34234,16603.75523,4079.2206,8261.25996,31629.91785,10834.71689,21232.31737,17989.55302,20421.62628
6,country,Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3743,-1.28492,5.30726,20.63114,-31.16298,19.10854,26.6263,43.47617,18.76286,38.82141,-145.26701,0,-11.1458,6.87041,2.80401,11.18407,10.28243
6,country,Sint Maarten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76536,15.50279,0.7095,3.37859,1.05599,-0.66243,1.97516,1.21348,0.88928,2.6498,2.17877,3.92114,1.26364,1.14819,6.35386,1.84267,2.12072
3,region,Oceania,9.94373,29.73103,186.90716,0.80671,-3.56044,-20.46478,31.52193,58.70026,-110.47766,-25.35827,20.04371,15.39371,23.20863,15.7981,34.68066,57.47869,47.74357,22.04644,94.44997,74.36246,125.97227,88.65468,87.2773,142.11748,143.88535,77.75546,-183.43341,-267.02568,-436.60828,-1138.25866,-917.10372,1772.40807,2567.66047,703.0645
6,country,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22804,0.31395,0.31974,0.31136,0.30002,0.29532,0.32211,0.30582,0.30976
6,country,Fiji,2.56599,6.64155,4.45778,-0.45402,-3.68822,11.80377,26.2239,-27.36063,-28.18574,-29.5487,2.25498,2.63546,1.73762,3.79793,3.1736,10.34909,0.57764,-6.4585,-7.59235,3.37473,5.78634,1.1711,1.95543,4.39885,38.30768,-32.98977,-16.4224,-1.64499,-3.64093,-36.01197,13.64807,32.06749,16.30775,28.97617
6,country,Kiribati,0,0,0,0,0.02778,0.07413,0.07826,0.11133,0.09423,0.09678,0.11595,0.10344,0.10866,0.12971,0.14709,0.15273,0.00753,0.00837,0.02682,0.051,0.06,0.067,0.067,0.157,0.146,0.12202,0.12059,0.12433,0.12131,0.11277,0.11186,0.10138,0.09369,0.10231
6,country,"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5119,0,0,0,0,0,0,0,0,0
6,country,Palau,-1,1,0,0,0,0,0,0.01,-0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Papua New Guinea,8.37696,22.06557,182.44713,1.26,0.1,-33.34268,6.18988,85.93956,-82.34815,0.52921,1.25802,-0.64921,-0.77017,-3.03077,-0.01552,-6.57554,-1.07304,-7.73568,-0.08703,-4.42809,-0.22065,-0.63265,-88.7865,0,0,19.81554,-289.02167,-368.84571,-578.41257,-1210.75207,-990.33946,1690.95812,2483.89506,595.85762
6,country,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.045,-0.71924,0,0,0,0,0,0,0.59332,11.26336,0.09794,4.43044,3.79674,15.28905,0.09897,0.03771,4.31442,1.573,0.72115,-0.09208,-0.00051
6,country,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0.05895,0.72934,1.12199,0.02672,0.01401,1.5761,4.75264,12.19916,3.7503,2.98583,2.29152,3.74101,2.54065,3.00282,0.67007,4.83797,1.34517,7.06558,8.99729,4.02583,3.41556,4.95689,2.39604,7.5371
6,country,Tonga,0.00078,0.02391,0.00225,0.00073,0,0,0,0,0,3.56444,10.80466,5.36832,2.64214,5.03288,10.80363,4.58045,1.67828,2.28319,3.39779,5.06269,3.0955,15.61641,7.44398,7.49841,11.4795,-0.21921,0.00852,0.57169,0.65499,1.4689,1.07833,-0.05878,0.40848,0.31031
6,country,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0.7184,0.85114,0.9661,1.02521,1.04844,1.1812,1.24341,1.2179,1.17493,0.96122,0.50735,0.48655,0.45121,1.52033,0.92484,1.32627,1.32528,1.35968,1.44739,0.21927,1.48239,4.3992
6,country,French Polynesia,0,0,0,0,0,1,-0.97011,0,0,0,3.814,3.89188,14.03,0,9.28146,15.75528,10.21317,13.69117,29.96804,7.79394,37.80331,27.46761,43.3333,65.06492,30.60939,22.73996,24.2455,15.44137,37.92301,20.7151,-3.13244,13.11456,5.86088,14.97218
6,country,New Caledonia,0,0,0,0,0,0,0,0,0,0,1.73715,3.31448,3.61999,14.03549,11.02953,30.61537,30.53891,6.87753,63.74299,58.30446,75.98132,39.66966,108.95273,61.41099,58.30296,57.90384,79.76304,78.51707,96.07427,76.20866,54.79865,30.00588,57.00244,50.60036
2,region,Least developed countries (LDCs),-4.64559,350.94229,176.7179,85.18311,130.24487,1.22276,47.01197,545.44962,-666.88068,332.48539,794.9292,-239.33616,610.08816,360.2317,1129.12449,738.43223,735.14223,1501.5209,3560.72446,1051.65189,4377.39558,3375.22855,2755.36543,2929.02523,410.67954,688.28338,1929.29122,2195.52258,793.25387,-965.59411,680.89416,-392.72698,1376.51964,1160.45158
2,region,Landlocked countries (LLCs),32.52683,53.90797,82.79144,50.66145,114.69047,101.52534,66.77,23.87375,94.10846,36.60119,35.25552,352.0514,806.74142,1042.6731,9.8709,1005.60229,330.34641,3475.18357,1924.04847,3970.89468,9375.22134,6403.38058,2209.72187,4595.5356,5868.6604,4892.52245,-1490.21156,4336.38386,1061.83245,741.84098,-1408.13583,2049.1879,-1750.24635,3487.73059
2,region,Small island developing states (SIDS),42.01129,60.49899,98.78823,98.23921,64.97004,102.54537,138.89815,26.18,126.43391,621.44341,296.11883,287.27913,268.76956,445.52336,361.89692,854.90385,861.88809,743.21524,1324.94351,359.96386,523.60016,1296.87993,971.53737,244.4247,2845.41629,624.31347,682.81366,-176.99439,618.80786,695.7742,185.77998,1111.49744,1683.72866,1848.83449
